POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
ENGINEERING OFFICER,,Master,university,science,1.0,yes,no,no,no,0,[],1
ENGINEERING TECH,Dedicated team player with extensive knowledge of electrical engineering concepts and a creative aptitude for new product development,Bachelor,university,electrical engineering,12.0,no,no,yes,no,42,"[' basic', 'C++', 'CPR certified', 'Data Acquisition', 'designing', 'Digital Design', 'direction', 'documentation', 'Electronics I', 'engineer', 'fashion', 'First Aid', 'HTML programming', 'Intel', 'LabView', 'market', 'materials', 'MatLab', 'Excel', 'MS Office', 'PowerPoint', 'Windows 2000', 'Word', 'Multimeters', 'natural', 'Oscilloscopes', 'Physics', 'Physics I', 'PSpice', 'speaking', 'quality', 'safety', 'Supervisory Control and Data Acquisition', 'schematics', 'SQL', 'Statistics', 'Systems Design I', 'Technical Writing', 'Verilog', 'VHDL', 'VI', 'Web Design']",1
ENGINEERING MANAGER,Electrical Engineer with 20+ years of experience in semiconductors microlithography and strong project management background,Master,university,management information system,20.0,no,no,no,no,2,"['      Exceptional interpersonal communication  Effective leader  Budget development      Budget development  Staff training/development  Consistently meet goals  Efficient multi-tasker  Deadline-oriented            Work History      Engineering Manager', '']",1
ENGINEERING SUPERVISOR,"Dedicated engineer with excellent technical, analytical and communication skills demonstrated by 9 years of experience",Diploma,high school,,9.0,no,no,no,no,0,[],1
ENGINEERING INTERN,Motivated Entry Level Civil Engineer with technical knowledge and a quality assurance mindset necessary to conquer unforeseen obstacles,Master,university,science,0.0,yes,no,no,no,7,"['Bluebeam', 'Mathcad', 'Microsoft Word', 'Excel', 'Project', 'Powerpoint', 'Autocad Civil 3D']",1
ENGINEERING TECHNICIAN,,Bachelor,,,3.0,yes,no,no,no,22,"['3D modeling', 'architectural drafting', 'AutoCAD', 'read blueprints', 'carpentry', 'Detail oriented', 'drafting', 'email', 'floor plans', 'frame', '3dsMax', 'mechanical', 'messaging', 'Microsoft Office applications', 'Multi-tasking', 'painting', 'problem solving skills', 'reading', 'renovation', 'Revit', 'self-motivated', 'supervisor']",1
ENGINEERING ASSISTANT,"Proficient in computer software including MicroStation, GuideSign, AutoCAD, Google Earth Google Documents, MS Excel, MS PowerPoint and MS Word",Bachelor,university,science,2.0,no,no,no,no,36,"['accounting software', 'AutoCAD', 'balance', 'budget', 'capital expenditures', 'handling cash', 'Civil Engineering', 'interpersonal communications', 'Consulting', 'contracts', 'prepare contract', 'Client', 'customer care', 'DC', 'Design and Construction', 'Engineering Design', 'expense reports', 'filing', 'marketing research', 'Materials', 'meetings', 'MS Excel', 'office', 'MS PowerPoint', 'MS PowerPoint', 'MS Word', 'MicroStation', 'peak', 'Prime', 'project plans', 'Express', 'recording', 'Specification', 'Transportation', 'utilities', 'written communication']",1
ENGINEERING TECHNICIAN,Engineering Technician specializing in quality control sector,Bachelor,,,7.0,no,no,no,no,10,"['    Installation  Strong leader/team leader  Customer service  Cash handling  Self starter  Excellent communication skills      Power and hand tools  Willing to learn  Repair Work Planning  Groundskeeping and Landscaping  Handheld Computers  Pressure Washing      Safety Monitoring and Compliance  Mechanical Repair  Critical Thinking  Facilities Painting and Repair  Heavy Object Lifting  Troubleshooting and Diagnostics          Work History      Engineering Technician   01/2018   to   12/2020     Company Name', 'City', 'State       Read and interpreted blueprints', 'technical drawings', 'schematics and computer-generated reports.  Followed verbal instructions and hand sketches to adapt and modify tooling.  Applied engineering principles to develop and operate electrical', 'mechanical and data processing systems.  Performed work according to project schedules and high quality standards.  Collaborated with engineers in new product introduction phases to develop and verify design changes.  Tracked hours and expenses for each project', 'detailing each action and charge.  Improved product quality by customizing tools and eliminating variability.         Warehouse Worker   01/2016   to   11/2019     Company Name', 'City', 'State       Operated pallet jacks and material moving equipment to receive and transport items from various warehouse locations.  Alternated goods in inventory by observing first-in and first-out approach to keep shelves organized and properly stocked.  Used hand-held devices and computers to record and monitor inventory levels and completed audits to uncover and address inaccuracies.  Acknowledged safety issues and contacted shift supervisor regarding concerns and for quick resolution.  Loaded', 'unloaded and moved material to and from storage and production areas']",1
ENGINEERING MANAGER,Experienced product development Engineer and manager able to collaborate with cross functional team as well as customers and sales to bring brand new offerings to new markets,Bachelor,university,science,6.0,no,no,no,no,10,"['      Microsoft Office  Microsoft Project  Product development  Quality  Research  Six Sigma Green Belt  Solid Works  Visio  Prioritization  Personnel management  Critical thinking skills  Team management  Analyst', 'Visio  Agency  Consulting  Cost analysis  Critical thinking  Designing  Dialysis  Direction      Develop drug  Functional  IIa  ISO  Leadership  Market and development  Microsoft Office  Microsoft Project  Personnel management  Design process  Product development  Product management  Quality  Researching  Research  Sales  Six Sigma  Solid Works  Team management  Validation            Work History      Engineering Manager', '03/2018   to   Current       City', 'State      Create and maintain Technical Files per MDR requirements as well as attaining 510k on legacy products.  Assess testing gaps of legacy products and design creep.  Experienced in working with multiple departments.  Experienced in training and leading engineers in order to investigate field complaints', 'Gap analysis and building Technical files/DHF.  Experienced in leading team of engineers to lead all aspects of design process', 'including regulatory needs per market and development per design control.  Tasked to create test plan and analysis of existing Class I', 'II and III products and Testing per latest applicable requirements.  Trained team in conducting project related cost analysis', 'test gap analysis and researching ISO/EN ISO/ASTM requirements.  Leading companywide EU MDR product transfer and testing on Infusion products', 'Dialysis products and standalone products.  Provided technical direction on MDR and 510k related projects and initiatives to other engineers and technicians.         Project Engineer II', '']",1
ENGINEERING INTERN,Age -22 years    Permanenet Residency of Australia and New Zealand Citizen   ​Currently Living in Sydney Australia ,Bachelor,university,science,22.0,no,yes,yes,no,0,[],1
ENGINEERING MANAGER,"Fluent in Spanish    Strong decision maker   Work well under pressure     Initiative to work independently     EIT  License in process         Autocad and SAP user  Python and Labview training  ASME and OSHA training            Experience     05/2014   to   07/2016     Engineering Manager    Company Name   －   City  ,   State       Lead and assigned the activities of the product engineering multidisciplinary team consisting in 5 people, during the EPC project of gas treatment plant Cardon IV and other projects",Master,,science,9.0,no,no,no,no,2,"['Great organizational skills. Self-motivated', 'work well under minimum supervision']",1
ENGINEERING SUPERVISOR,,Bachelor,university,science,18.0,no,no,no,no,59,"['API', 'AutoCAD', 'automation', 'budgeting', 'C', 'cabling', 'CAD', 'Conversion', 'client', 'clients', 'DC', 'Designing', 'ERP', 'flash', 'Functional', 'hardware design', 'HP', 'HVAC', 'instruction', 'Intel', 'Java', 'Labview', 'laser', 'lighting', 'Logic', 'materials', 'Matlab', 'microprocessor', 'Microsoft Office', 'Modeling', 'Motorola', 'PLC', 'Power distribution', 'power generation', 'processes', 'Programming', 'proposals', 'Protel', 'PSpice', 'Renovation', 'renovations', 'safety', 'SAP', 'scheduling', 'schematics', 'Siemens', 'simulation', 'staff management', 'Step 7', 'Structured', 'Supervising', 'switchgear', 'tender', 'troubleshoot', 'troubleshooting', 'validation', 'VHDL', 'Visual Basic', 'XA']",1
ENGINEERING SUPERVISOR,"I am a Mechanical Engineer with 8 years of product design experience with an emphasis on non-metallic materials used in oil field-related equipment, as well as a year in HVAC experience",Bachelor,university,mechanical engineering,8.0,no,no,no,no,25,"['academic', 'Ansys', 'API', 'AutoCAD', 'Balance', 'drafting', 'HVAC', 'ISO 9001', 'LabView', 'Manufacturing Processes', 'materials', 'Matlab', 'meetings', 'Microsoft Office', 'multimeters', 'oil', 'Process Engineering', 'processes', 'product design and development', 'Project lead', 'quality', 'QA', 'renovation', 'testing software', 'Solidworks']",1
ENGINEERING MANAGER,"Executive Decision Maker  Process Design & Improvement  New Product Development  Strategic Planning & Development  Lean & Six Sigma Practitioner  Product Design  Budgetary and Policy Development  Automation Design  Quality Control  Project Management & Execution  Economic Analysis  Ergonomic and Safety Conscious              Professional Experience      Engineering Manager   10/2012   to   03/2014     Company Name   City  ,   State       Boyden, IA October 2012 - March 2014 Manufacturer of agricultural grain handling and sprayer products; and recreational vehicle, trailer, and towing equipment",Master,university,business administration,27.0,yes,no,no,no,48,"['Engineer', 'Manufacturing Engineer', 'Process Improvement', 'Tooling', 'Welding', 'Automated Equipment', 'Quality Control', 'Robotic', 'Robotic Welding', 'Operations', 'New Product Development', 'Product Development', 'Transmissions', 'Commodities', 'Hydraulic Pumps', 'Hydraulics', 'Machining', 'Pumps', 'Project Management', 'Design Engineering', 'Engineering Department', 'Process Development', 'Assembly', 'Assembly Process', 'Business Requirements', 'Continuous Improvement', 'Electronic Production', 'Inspection', 'Production Control', 'Project Manager', 'Massey Ferguson', 'Product Design', 'Six Sigma', 'Six-sigma', 'Automation Design', 'Budget', 'Contract Negotiations', 'Ergonomic', 'Ergonomics', 'Fanuc', 'Mentor', 'Policy Development', 'Process Design', 'Robotics', 'Strategic Planning', 'Program Management', 'Industrial/manufacturing', 'Manufacturing Engineering']",1
SITE ENGINEERING,"HP ProLiant Blade Servers (BL): BL 460, BL 465c, BL 490c  HP ProLiant Tower Servers (ML): ML 310 G5, ML 330 G6, ML 350 G6, ML 370 G6  HP ProLiant Rack Servers (DL): DL 120G6, DL 160G6, DL 165 G7, DL 180/185 G6  3PAR Rack and Servers Assembly:  F200, F400, Storage Systems, T400, T800 Configuration Base, V400, V800 Configuration, EOS 7400/7200",Bachelor,college,science,10.0,no,no,no,no,41,"[' 3G 7.2', 'Assembly', 'book', 'c', 'cables', 'Cable', 'cabling', 'Customer Service', 'Data Entry', 'HP', 'HP Servers', 'IBM', 'layout', 'logic', 'materials', 'Mechanical', 'Access', 'Excel', 'MS Word', 'monitors', 'MSN', 'network', 'personnel', 'power supply', 'press', 'ProLiant', 'quality', 'Read', 'repairs', 'safety', 'SAS', 'schematics', 'Servers', 'supervisor', 'switches', 'Systems Integration', 'Technical support', 'test equipment', 'troubleshooting', 'Type', 'upgrade']",1
ENGINEERING SPECIALIST,"Accomplished, ambitious and influential team leader with 24 years of diverse project management experience spanning the design, manufacturing, operations, logistics, systems engineering and test & evaluation disciplines",Master,university,science,24.0,no,no,no,no,0,[],1
ENGINEERING ASSISTANT,,Bachelor,college,,25.0,yes,no,yes,no,25,"['      Ability to utilize TIRKS', 'Switch', 'LFACs', 'Microstation', 'ICGS / IDDS', 'Word', 'Excel', 'RequestNet', 'AARDWOLF', 'ADTRAN', 'Microsoft Outlook', 'CCP', 'WSAM Image', 'Lotus Sametime', 'Fiber Brains', 'Ringbuilder', 'Plat Indexes', 'VENUe', 'WSAM-DC Fiber', 'Traffic Control and State Highway database', 'ASSIST', 'Workforce Management systems', 'and office switchphone  Self-taught skills in office party and event planning and decorating                Accomplishments      AutoCad Software Utilization \xa0   Produced drawings and maintained', 'archived and retrieved CAD files and drawing documents for the completion of engineering work orders.         Professional Experience      Engineering Assistant', '']",1
ENGINEERING AIDE,Resourceful Facilities Tech with solid background in preventative maintenance repair,Bachelor,high school,,3.0,no,no,no,no,2,"['                Work History      Engineering Aide', '']",1
DIRECTOR OF ENGINEERING,"OMNEX, '16  High Performance Leadership Toolkit, '14  Crucial Conversations, VitalSmarts Inc",Master,university,business administration,12.0,yes,no,no,no,10,"['toCAD', 'Siemens PLM', 'SolidWorks PDM  Tableau', 'PowerBI', 'Cognos', 'TM1  MS Access', 'Project', 'Visio', 'SharePoint Designer  JIRA', 'Confluence']",1
SOFTWARE ENGINEERING MANAGER,Multifaceted technical career with 15+ years' track record of innovation and success,Bachelor,university,,15.0,no,no,no,no,36,"['ASP.NET', 'Agile', 'Apache', 'budgets', 'capacity planning', 'Cognos', 'competitive', 'Crystal', 'database', 'Eclipse', 'ETL', 'full life cycle', 'functional', 'PHP', 'IIS', 'Java', 'JavaScript', 'managing', 'C#', 'SharePoint', 'MVC', 'enterprise', 'Oracle', 'Developer', 'progress', 'rapport', 'reporting', 'Scrum', 'software development', 'SQL', 'SQL Server', 'Supervisor', 'system architecture', 'verbal communication', 'Visual Studio', 'written']",1
SELF,Versatile Self Sustaining Engineering Fabrication Technician adept at managing projects and resolving issues as well as hardware troubleshooting,Bachelor,,science,1.0,no,no,no,no,9,"['Excellent communication', 'inspecting', 'Team Lead', 'modems', 'processes', 'Scheduling', 'Technician', 'Trainer', 'Troubleshooting']",1
SOFTWARE ENGINEERING MANAGER,"Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel procedures, performance reviews, and project transitions",Master,,,20.0,yes,no,no,no,55,"['API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']",1
SOFTWARE ENGINEERING MANAGER,"Experienced software engineer, and hands-on engineering manager with 20+ years of product development experience in broadcast media, and 10+ years of experience in leading development teams (20+ engineers), hiring (10+ offers, 40+ interviews), HR personnel procedures, performance reviews, and project transitions",Master,,,20.0,yes,no,no,no,55,"['API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']",1
SOFTWARE ENGINEERING MANAGER,Human Resources professional with practical understanding of business needs and extensive experience delivering innovative solutions at the local and regional level,Master,,,29.0,yes,no,no,no,55,"['API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']",1
SOFTWARE ENGINEERING MANAGER,"20+ software engineers), team building, hiring (10+ offers, 40+ interviews), HR personnel procedures, mentoring, performance reviews write up, peer reviews, and project transitions",Master,,,20.0,yes,no,no,no,59,"['API', 'Approach', 'ATL', 'Audio', 'backup', 'bridges', 'broadcast', 'C++', 'CLI', 'COM', 'CA', 'Hardware', 'concept', 'Content', 'CSS', 'documentation', 'editing', 'XML', 'FTP', 'drawing', 'GUI', 'hiring', 'HTML5', 'HTTP', 'HR', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'team building', 'MB', 'memory', 'mentoring', 'C#', 'MFC', 'office', 'Windows', 'Window', '2000', 'migration', 'NAS', 'OOP', 'page', 'performance reviews', 'personnel', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'software development', 'team management', 'threads', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']",1
ELECTRICAL ENGINEERING LAB TECHNICIAN,"Over 10 years experience in technical support in high speed networking semiconductor, lab network administration, problem resolution, documentation and lab management",Diploma,college,electronics engineering technology,10.0,no,no,no,no,39,"['assembly', 'ATM', 'Cadence', 'calibration', 'CA', 'hardware', 'DC', 'de-bugging', 'Ethernet', 'Graphic', 'ISO 9000', 'LabView', 'layout', 'Linux OS', 'Logic', 'Mentor', 'Access', 'MS Office', 'Windows', 'multimeters', 'network', 'networking', 'ORCAD', 'oscilloscopes', 'power supplies', 'procurement', 'purchasing', 'Quality Assurance', 'Routers', 'schematics', 'signal generators', 'SONET', 'Switches', 'T1', 'test equipment', 'trouble shooting', 'troubleshooting', 'validation', 'View']",1
BIOMEDICAL ENGINEERING TECHNICIAN II,Versatile BMET II highly effective at working independently and as part of a team,Master,university,,19.0,no,no,no,no,0,[],1
QA ENGINEERING MANAGER,"Seasoned Engineering Manager with ability to build and motivate high-performing engineering team with over 14+ years of experience in cards and payments industry, committed to rapidly and efficiently completing projects by leveraging team-based frameworks to best leverage available engineering talent",Master,university,computer applications,14.0,yes,no,no,no,14,"['      QA Engineering software expertise - Design', 'Estimate', 'Execute', 'Maintain and Document.  Technical communication skills - Bug Triage', 'reporting', 'technical reviews', 'Root cause analysis  Automation tools - Design and Implement  Collaborating with stakeholders - Roadmap', 'Managing releases', 'Demos', 'Risk mitigation planning', 'Organization and Time management - resource planning  Leadership - Strategic Planning', 'Team building', 'Conflict resolution', 'Training']",1
DIRECTOR OF ENGINEERING,,Bachelor,college,,38.0,no,no,no,no,49,"[' Book', 'budget 5', 'Budget', 'carpentry', 'coaching', 'communication skills', 'communication  Skills', 'CA', 'consulting', 'contracts', 'counseling', 'customer services', 'designing', 'Drafting', 'Engineer', 'Estimating', 'features', 'first aid', 'focus', 'hand tools', 'HVAC', 'inventory', 'leadership skills', 'leadership', 'materials', 'mathematics', 'Mechanical', 'meetings', 'painting', 'payroll', 'performance reviews', 'personnel', 'Physics', 'plumbing', 'Property Management', 'purchasing', 'read', 'reading', 'Record keeping', 'Repairs', 'Safety', 'scanners', 'staff  Training', 'supervision', 'Supervising', 'test equipment', 'Troubleshooting', 'Type', 'wiring']",1
ENGINEERING PLANNING MANAGER,Seeking a long term position,Bachelor,university,business administration,10.0,no,no,no,no,34,"['Adobe Acrobat', 'AutoCAD', 'CMS', 'customer relations', 'delivery', 'designing', 'documentation', 'drafting', 'electronics', 'Train employees', 'ERP', 'Great Plains', 'Maintain inventory', 'inventory control', 'Manufacturing engineer', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'SharePoint', 'Windows', 'Word', 'MRP', 'Protel', 'purchasing', 'quality', 'receiving', 'research', 'router', 'scheduling', 'shipping', 'Supervisor', 'test equipment', 'wiring']",1
ENGINEERING BUSINESS UNIT LEADER,I am seeking a position within a Maintenance/Engineering department,Bachelor,university,science degree in engineering technology with a concentration in computer engineering and a minor in computer science from middle tennessee state university,12.0,yes,no,no,no,3,"['AutoCAD', 'C++', 'Visual Basics']",1
SENIOR ENGINEERING PROGRAM MANAGER,,Doctorate,university,science,22.0,no,no,no,no,2,"['\n\n\n\n\n\n\t\t\t\t\t\t\t\tProgram Management  Portfolio   Management  Process Analysis  Solution Design  Enterprise   Software\xa0  Systems Integration      Data Management  Product Excellence  Agile Methodology  People Development  Leadership Development  Coaching/Mentoring            Professional Experience      Company Name    City', '']",1
FACILITIES ENGINEERING MANAGER,"Provide leadership to developing engineering standards and ensure projects executed meet safety, functional, reliability, budget and schedule goals for capital projects",Bachelor,,,9.0,yes,no,no,no,7,"['automation', 'budget', 'interpersonal', 'computer literate', 'contracts', 'cost reduction', 'CPU']",1
SOFTWARE ENGINEERING ANALYST,,Bachelor,university,,0.0,yes,no,no,no,32,"['automation tools', 'business processes', 'C', 'Chemistry', 'CRM', 'client', 'English', 'event management', 'functional', 'HP', 'image', 'team lead', 'machinery', 'Mathematics', 'MS office', 'Oil', 'developer', 'Physics', 'Programming', 'progress', 'Project management', 'Python', 'QTP', 'Quick Test Professional', 'Quality', 'quality assurance', 'simulation', 'SQL', 'Tableau', 'VB script      Additional Information      AWARDS AND RECOGNITION\n    Accenture Outstanding Performer Award.\n    Awarded Certificate of appreciation by Enactus India to bring a change using entrepreneurial action.\n    Awarded Certificate of appreciation by Thapar University to organize first economics festival of the University.  Econ Club - Coordinated events like Economics quiz', 'Virtual Stock Market', 'Life size monopoly in economics festival']",1
ENGINEERING PROJECT MANAGER,"Eleven  years of experience in Analog, RF and Mixed Signal Layout Design at module and Chip levels for 180nm, 65nm, 45nm, 28nm TSMC, 14FF Samsung  foundry and 10nm Intel",Bachelor,university,engineering,10.0,no,no,no,no,16,"['      Aware of Analog Layout fundamentals like Device matching', 'shielding', 'Isolation', 'ESD', 'Latchup', 'Antenna', 'EM', 'DFM  Physical verification layout using tools like K2Ver', 'Hercules', 'Caliber', 'Assura  Used auto routers tools like ICCT', 'Chip\nAssembly router', 'Aprisa', 'VSR on various blocks to reduce manual effort      Used post layout parasitic extraction tools  Used \xa0Nucleus (TI internal tool for ESD and Latchup)', 'SPIRE (TI internal\ntool for EMIR analysis)', 'Voltrace']",1
ENGINEERING TECHNICIAN II,,Bachelor,university,science,8.0,yes,no,no,no,20,"['Calibration', 'Chemical Engineering technician', 'documentation', 'Engineering Management', 'equipment inventory', 'inspection', 'Maintain inventory', 'Materials', 'processes', 'safety', 'SOP', 'staffing', 'Supervision', 'technical support', 'Technician', 'troubleshooting', 'validations.      Interests      Playing basketball', 'cooking', 'gardening', 'and spending time\nwith my children']",1
MECHANICAL ENGINEERING TUTOR,Driven and a self-motivated Mechanical Engineer with experience teaching Mechanical Engineering courses to undergraduate students,Master,university,science,6.0,no,no,yes,no,32,"['Academic', 'AutoCad', 'banking', 'basic', 'Calculus', 'credit', 'database', 'Database Management System', 'Engineer', 'Experiments', 'GUI', 'LASER', 'layout', 'Materials', 'MATLAB', 'Mechanical Engineering', 'Excel', 'Microsoft Office', 'Outlook', 'Power Point', 'Word', 'MySQL', 'Optimization', 'Physics', 'Police', 'progress', 'Research', 'Retail', 'Scheduling', 'Statistics', 'VBA', 'website']",1
ENGINEERING PROJECT MANAGER,"Seeking long term employment where my experience, expertise, and education can be used to satisfy the needs of the company, as well as provide opportunity for personal development and career advancement",Master,college,,5.0,yes,no,no,no,36,"['Accounting', 'c', 'Civil Engineer', 'client', 'documentation', 'English', 'fast', 'front office', 'Director', 'meeting facilitation', 'meetings', 'Access', 'Excel', 'Mail', 'Microsoft Office', 'office', 'Outlook', 'PowerPoint', 'Word', 'multi-line telephone', 'Enterprise', 'personnel', 'pick', 'proofing', 'Quality', 'research', 'Self Motivated', 'self-starter', 'shipping', 'Spanish', 'spreadsheets', 'supervision', 'phone', 'typing', 'website', 'written communication']",2
MULTI,"Microsoft Project  Microsoft Office  Microsoft Visio  IBM Rationale DOORS  Communication/Presentations  Risk Analysis  Process Improvement  CMPro                Experience      Multi-Skilled Engineering Manager     03/2015   to   Current      Company Name   City  ,   State      Graduate of Boeing's GS&S Emerging Leadership Development Program",Master,university,business administration,12.0,yes,no,no,no,45,"['Air Force', 'budget', 'Hardware', 'Conflict Management', 'continuous improvement', 'DC', 'delivery', 'DOORS', 'electrical engineering', 'electrical systems', 'Engineer', 'Estimating', 'senior management', 'functional', 'drawing', 'Hardware Design', 'IBM', 'Leadership', 'Team Leadership', 'Leadership Development', 'Materials', 'mechanical', 'mechanical engineering', 'Microsoft Office', 'Microsoft Project', 'Microsoft Visio', 'Navy', 'peer review', 'power distribution', 'power supplies', 'Presentations', 'Process Improvement', 'procurement', 'producing', 'Project Management', 'Project Planning', 'proposals', 'quality', 'Risk Analysis', 'schematics', 'Siemens', 'software engineering', 'staffing', 'Systems Engineering', 'video']",1
ENGINEERING AND QUALITY TECHNICIAN,"Ability to identify uncovered information from hidden data and convert to a story and communicate effectively through visualization  Modelling using R, SAS, Python using Pandas  Web scraping using Beautiful soup in Python  Databases like Oracle and Microsoft SQL  Experience in ASP",Master,university,science,3.0,no,yes,no,no,46,"['ASP.NET 4.5', 'academic', 'Clustering', 'consulting', 'curriculum development', 'customer satisfaction', 'data analysis', 'data mining', 'data warehouse', 'Databases', 'database', 'database design', 'database management', 'data warehousing', 'environmental protection', 'Environmental Science', 'GIS', 'HTML', 'instructor', 'Lecturer', 'legal', 'machine learning', 'managing', 'materials', 'meetings', 'C#', 'Microsoft SQL', 'modeling', 'Natural', 'Oracle', 'process development and engineering', 'processes', 'progress', 'Python', 'quality', 'researching', 'research', 'SAS', 'shipping', 'SPSS', 'SQL', 'Statistics', 'Tableau', 'teaching', 'technical support', 'workshops']",1
REGIONAL ENGINEERING MANAGER,,Bachelor,university,science,25.0,no,no,no,no,0,[],1
THERMAL ENGINEERING INTERN,Graduating Ph,Doctorate,university,science,2.0,no,no,no,no,35,"['Air Force', 'ANSYS', 'approach', 'C', 'CAD', 'decision-making', 'designing', 'experimentation', 'Experiments', 'features', 'FORTRAN', 'instructor', 'lesson planning', 'machining', 'marketing', 'Materials', 'MATLAB', 'Mechanical Design', 'Microsoft Office', 'Modeling', 'NASTRAN', 'enterprise', 'OS', 'optimization', 'PATRAN', 'camera', 'physics', 'predict', 'Process Control', 'Research', 'research and design', 'robotic', 'Solidworks', 'Statistical Process Control', 'teaching']",1
CONSTRUCTION ENGINEERING SUPERVISOR,"Skilled security professional with  20  years providing security services in federal buildings, corporate settings, apartment complexes, retail facilities and construction sites",Bachelor,university,,20.0,yes,no,no,no,35,"['Army', 'basic', 'bridges', 'inspection', 'Inspects', 'Marconi', 'Office', 'Radar', 'multi-meters', 'oscilloscopes', 'personnel', 'radio', 'Read', 'Safety', 'signal generators', 'Telephone', 'troubleshooting', 'VHF      Additional Information      SUMMARY Active DOD  Secret clearance (12 Jan 2011) and current US passport. (20 Jan 2011) US Army 12B (Combat Engineer)', 'US Army 12H (Construction Engineering Supervisor) 24 years hands-on experience installing hardware and software programs to enable integrated communication systems used to accommodate command', 'control', 'and information purposes. Subject Matter Expert (SME) at developing vertical', 'road', 'bridges and airfield construction and rigging', 'bridging', 'and demolition activities. Experienced with electronic integrated communications', 'radar and navigational systems. Working knowledge of Forward Area Targeting Systems', 'Target Alert Data Display Systems', 'and IFF. Experienced utilizing TMDE equipment to include VOMs', 'oscilloscopes', 'AF/ RF generators', 'transceiver analyzers', 'frequency counters', 'FDRs', 'TDRs', 'SWR meters and antenna analyzers']",1
INDUSTRIAL ENGINEERING INTERN,Seeking for full time position where I can apply my technical knowledge & skills for continuous improvement,Master,university,engineering,3.0,no,no,no,no,37,"['AutoCAD', 'C', 'C++', 'Calibration', 'charts', 'data analysis', 'Database', 'designing', 'documentation', 'Forecasting', 'IMS', 'inspection', 'inventory', 'ISO', 'ISO 9001', 'Java', 'Lean Manufacturing', 'MS Access', 'Excel', 'MS Office', 'PowerPoint', 'Minitab', 'process improvement', 'Programming', 'Python', 'quality', 'safety', 'SAP', 'SAP R/3', 'Scheduling', 'Siemens', 'Solid works', 'SOP', 'Strategy/planning', 'supervising 4', 'Visual Basic', 'reduce waste']",1
